GeneName	AccNum	Chrom	mRNALength	ORFLength	fpUTR_length	tpUTR_length	sumIntronLengths
Cyp3a16	NM_007820	chr5	1730	1515	83	132	31685
Mog	NM_010814	chr17	1707	744	199	764	10952
Mcm4	NM_008565	chr16	3589	2589	220	780	9915
Nov	NM_010930	chr15	2365	1065	44	1256	5469
Cyp3a13	NM_007819	chr5	2955	1512	107	1336	25732
Papd4	NM_133905	chr13	1873	1455	227	191	43011
Ankrd13d	NM_026720	chr19	2141	1818	167	156	10817
Rnf216	NM_207110	chr5	4671	2733	182	1756	117457
Gm21312	NM_001270642	chr10	1246	795	132	319	1224
Ublcp1	NM_024475	chr11	2138	957	164	1017	13840
Zfp329	NM_026046	chr7	7933	1569	115	6249	7150
Ankrd13a	NM_026718	chr5	3252	1767	89	1396	27429
Zfp326	NM_018759	chr5	2667	1743	115	809	36584
Foxd4	NM_008022	chr19	2345	1335	475	535	0
Zfp324	NM_178732	chr7	4289	1752	352	2185	3670
Foxd2	NM_008593	chr4	2619	1479	77	1063	0
Foxd3	NM_010425	chr4	2373	1410	326	637	0
Ggnbp1	NM_027544	chr17	1525	1113	200	212	5595
Habp4	NM_019986	chr13	2567	1239	120	1208	22105
Spata9	NM_029343	chr13	1053	759	95	199	30177
Bpifc	NM_177772	chr10	2328	1524	76	728	49842
Ggnbp2	NM_153144	chr11	2950	2097	204	649	35428
Habp2	NM_001329935	chr19	2934	1665	84	1185	29975
Ddrgk1	NM_029832	chr2	1101	948	80	73	9462
Spata3	NM_027300	chr1	1107	582	107	418	6910
Spata2	NM_170756	chr2	3996	1548	234	2214	7743
Spata1	NM_027617	chr3	1920	1335	235	350	40631
Spata7	NM_001289574	chr12	2137	1431	558	148	39541
Spata6	NM_026470	chr4	2438	1467	197	774	106693
Spata5	NM_001310473	chr3	3278	2529	391	358	155869
Igfbp7	NM_001159518	chr5	1213	942	31	240	57593
Prcc	NM_033573	chr3	2053	1476	220	357	24607
Rab3ip	NM_001003950	chr10	2690	1287	151	1252	41907
Dppa2	NM_028615	chr16	1941	906	233	802	7299
Oc90	NM_010953	chr15	1799	1458	96	245	34436
Zscan4c	NM_001013765	chr7	2276	1521	204	551	2527
Esrp2	NM_176838	chr8	2672	2154	207	311	3120
Esrp1	NM_194055	chr4	3969	2046	347	1576	50882
Got1	NM_010324	chr19	2057	1242	150	665	22796
Mcm2	NM_008564	chr6	3371	2715	130	526	11936
Zfp229	NM_001164676	chr17	4526	2118	347	2061	10720
Mzt1	NM_175245	chr14	2256	237	73	1946	9337
Gm5640	NM_001099302	chrX	2861	2187	501	173	3656
Mzt2	NM_029354	chr16	1010	480	399	131	13872
Tm9sf4	NM_133847	chr2	3895	1932	256	1707	45268
Sesn1	NM_001162908	chr10	3182	1656	448	1078	94681
Sesn2	NM_144907	chr4	2655	1443	303	909	14995
Sesn3	NM_030261	chr9	2158	1479	251	428	47676
Cd3eap	NM_145822	chr7	2246	1200	74	972	1229
Tgtp1	NM_011579	chr11	2809	1248	261	1300	4109
Tgtp2	NM_001145164	chr11	2817	1248	269	1300	4109
Tmem28	NM_001081283	chrX	1416	1416	0	0	23861
Lamp5	NM_029530	chr2	1955	843	386	726	10036
Rnasel	NM_011882	chr1	4758	2208	619	1931	10038
Cox18	NM_001163456	chr5	1330	999	57	274	7942
Ssr1	NM_025965	chr13	9306	861	107	8338	13484
Sparc	NM_009242	chr11	2641	909	306	1426	23281
Ssr3	NM_026155	chr3	2885	558	16	2311	10012
Ssr4	NM_001166480	chrX	804	522	212	70	2997
Focad	NM_001081184	chr4	5796	5397	78	321	310586
Ccdc180	NM_198660	chr4	5081	4995	63	23	55391
Cox10	NM_178379	chr11	2921	1332	94	1495	113925
Cox11	NM_199008	chr11	2259	828	6	1425	5535
Olfr266	NM_146489	chr3	951	951	0	0	0
Olfr267	NM_146920	chr4	942	942	0	0	0
Cox14	NM_183256	chr15	723	174	239	310	1796
Cox15	NM_144874	chr19	4798	1242	89	3467	14949
Tyr	NM_011661	chr7	6042	1602	162	4278	62700
Olfr263	NM_010984	chr13	954	954	0	0	0
Olfr1164	NM_146641	chr2	1112	981	32	99	0
Olfr1167	NM_146294	chr2	1100	951	66	83	0
Atg3	NM_026402	chr16	2013	945	271	797	27697
Olfr1161	NM_146848	chr2	1012	966	22	24	0
Olfr1160	NM_146649	chr2	960	960	0	0	0
Olfr1163	NM_146644	chr2	1043	951	27	65	0
Olfr1162	NM_001011835	chr2	945	945	0	0	0
Snta1	NM_009228	chr2	2115	1500	113	502	29656
Olfr1168	NM_146531	chr2	939	939	0	0	0
Etfdh	NM_025794	chr3	2281	1851	216	214	22699
Pfkp	NM_001291071	chr13	4033	2355	92	1586	64865
Pfkm	NM_001163487	chr15	2880	2343	149	388	21097
Pfkl	NM_008826	chr10	3717	2343	113	1261	19131
Cdadc1	NM_001168535	chr14	3209	1578	123	1508	35363
Rbmy	NM_011253	chrY	1731	1143	227	361	9491
Olfr1030	NM_146588	chr2	990	957	33	0	4497
Gm3402	NM_001243111	chr5	1154	948	28	178	1626
Vmn1r122	NM_001166714	chr7	918	918	0	0	0
Stac2	NM_146028	chr11	3049	1227	480	1342	13790
Stac3	NM_177707	chr10	1790	1083	370	337	5309
Dysf	NM_001077694	chr6	6845	6300	317	228	195617
Osgin2	NM_145950	chr4	2647	1653	147	847	14110
Acan	NM_007424	chr7	7355	6399	133	823	54262
Actn3	NM_013456	chr19	2887	2703	55	129	13807
Osgin1	NM_027950	chr8	1961	1437	173	351	7134
Ebi3	NM_015766	chr17	1171	687	239	245	3229
Cnga1	NM_007723	chr5	2738	2055	265	418	36318
Cnga2	NM_007724	chrX	3064	1995	366	703	15306
Cnga3	NM_001282010	chr1	3609	2010	311	1288	41498
Dscr3	NM_007834	chr16	2405	894	235	1276	26501
Leap2	NM_153069	chr11	497	231	34	232	459
Nicn1	NM_025449	chr9	2103	642	74	1387	3937
Gm10142	NM_001205035	chr10	363	363	0	0	0
Snai2	NM_011415	chr16	2011	810	115	1086	1513
Snai3	NM_013914	chr8	1589	864	78	647	4898
Phka1	NM_008832	chrX	6115	3726	322	2067	124157
Snai1	NM_011427	chr2	1618	795	95	728	2999
Tmem67	NM_177861	chr4	3454	2988	11	455	45147
Akr1b10	NM_172398	chr6	1341	951	95	295	11362
Sla2	NM_029983	chr2	2508	780	230	1498	11649
Msh2	NM_008628	chr17	3056	2808	39	209	48101
Msh3	NM_001311120	chr13	3945	3285	103	557	139181
Msh4	NM_031870	chr3	3333	2877	154	302	45665
Vps37b	NM_177876	chr5	2512	858	48	1606	25108
Msh6	NM_010830	chr17	4263	4077	99	87	11580
Olfr961	NM_146504	chr9	945	945	0	0	0
Tmem64	NM_181401	chr4	4681	1146	132	3403	16253
Trpm5	NM_020277	chr7	4383	3477	87	819	18731
Mapkapk5	NM_010765	chr5	2208	1422	692	94	18634
Hist2h2ab	NM_178213	chr3	438	393	0	45	0
Hist2h2ac	NM_175662	chr3	468	390	36	42	0
Kifc5b	NM_053173	chr17	2627	2019	177	431	12862
Cldn12	NM_001193659	chr5	3804	735	393	2676	6031
Ppp1r3f	NM_001290574	chrX	3492	2403	33	1056	12228
Anxa3	NM_013470	chr5	1597	972	217	408	50987
Anxa2	NM_007585	chr9	1374	1020	74	280	36729
Cldn16	NM_053241	chr16	1172	708	351	113	18458
Cldn17	NM_181490	chr16	1172	675	139	358	0
Cldn14	NM_019500	chr16	1458	720	532	206	88349
Cldn15	NM_021719	chr5	1851	684	238	929	6126
Anxa9	NM_001085383	chr3	1874	1038	140	696	8837
Anxa8	NM_013473	chr14	1879	984	77	818	12711
Cldn18	NM_001194922	chr9	2848	627	115	2106	16419
Cldn19	NM_153105	chr4	4236	636	132	3468	2762
Vmn1r79	NM_001166835	chr7	921	921	0	0	0
Slc5a4a	NM_133184	chr10	2055	1971	80	4	39760
Rad51ap1	NM_009013	chr6	1869	1014	77	778	14302
Zc3h13	NM_026083	chr14	6151	5190	299	662	53903
Slc5a4b	NM_023219	chr10	2132	1983	82	67	50266
Vmn1r81	NM_134210	chr7	921	921	0	0	0
Zc3h14	NM_029334	chr12	3556	2208	155	1193	37251
Vmn1r83	NM_134209	chr7	921	921	0	0	0
Rps27rt	NM_001190258	chr3	345	255	32	58	636
Gramd1c	NM_153528	chr16	3506	1374	424	1708	32581
Gramd1b	NM_172768	chr9	2814	2637	94	83	155044
Bap1	NM_027088	chr14	3406	2187	129	1090	5035
Vmn1r89	NM_134226	chr7	951	951	0	0	0
Vmn1r88	NM_001167537	chr7	951	951	0	0	0
Riok2	NM_025934	chr17	3197	1644	273	1280	17371
Riok3	NM_024182	chr18	3661	1560	61	2040	24857
Riok1	NM_024242	chr13	2744	1704	472	568	21701
Bbip1	NM_001195338	chr19	2506	204	616	1686	12463
Hspa12b	NM_028306	chr2	2943	2058	120	765	15629
Nipal2	NM_145469	chr15	3825	1152	13	2660	102083
Bax	NM_007527	chr7	869	579	123	167	4335
Mrps18c	NM_026826	chr5	502	432	11	59	5207
Crybb2	NM_007773	chr5	906	618	196	92	10954
Crybb3	NM_021352	chr5	828	636	125	67	4918
Bad	NM_007522	chr19	1458	615	462	381	8587
Ddx59	NM_026500	chr1	2228	1860	164	204	22722
Chdh	NM_001136240	chr14	5652	1791	285	3576	25815
Pbp2	NM_029595	chr6	1256	564	37	655	0
Tmem68	NM_028097	chr4	2605	990	181	1434	23123
Hmmr	NM_013552	chr11	3914	2385	78	1451	28136
Toe1	NM_026654	chr4	2008	1536	40	432	1549
Nipsnap1	NM_008698	chr11	1874	855	3	1016	18324
Eogt	NM_175313	chr6	3205	1584	505	1116	34735
Wdr5b	NM_027113	chr16	1785	987	323	475	0
Opa1	NM_001199177	chr16	6002	2937	206	2859	69267
Ciita	NM_001302619	chr16	5666	3165	603	1898	41903
Cacna2d2	NM_001174047	chr9	5539	3471	189	1879	123925
Msra	NM_026322	chr14	1864	702	594	568	331419
Ppp1r37	NM_199149	chr7	2971	2139	368	464	28461
Ppp1r36	NM_001163103	chr12	1453	1236	31	186	20440
Ppp1r35	NM_027242	chr5	939	783	76	80	251
Ppp1r32	NM_133689	chr19	1458	1284	97	77	7183
Adcy10	NM_173029	chr1	5209	4845	213	151	86382
Plagl2	NM_018807	chr2	5407	1491	196	3720	8183
Brms1	NM_134155	chr19	1338	741	94	503	7176
Hoxc11	NM_001024842	chr15	915	915	0	0	1261
Plagl1	NM_009538	chr10	5261	2115	555	2591	35647
Cpa2	NM_001024698	chr6	1325	1254	23	48	21507
Fn1	NM_010233	chr1	8425	7434	252	739	59337
A830010M20Rik	NM_001007574	chr5	6756	3267	72	3417	8056
Naip5	NM_010870	chr13	5292	4212	213	867	30305
Plxdc2	NM_026162	chr2	6947	1593	822	4532	392589
Naip7	NM_021545	chr13	4842	4209	199	434	29732
Esp24	NM_001256050	chr17	433	207	116	110	3100
Naip1	NM_008670	chr13	5361	4212	112	1037	39734
Pyroxd2	NM_029011	chr19	3119	1746	312	1061	23799
Pyroxd1	NM_183165	chr6	2155	1497	36	622	14773
Gpr149	NM_177346	chr3	3336	2199	564	573	71842
Rc3h1	NM_001024952	chr1	11011	3393	439	7179	57555
Eno1	NM_023119	chr4	1776	1305	153	318	9901
Eno2	NM_013509	chr6	2797	1305	252	1240	6824
Rc3h2	NM_001100591	chr2	8965	3564	239	5162	43868
Psg29	NM_054064	chr7	5441	1407	191	3843	6839
Ddx54	NM_028041	chr5	3931	2625	6	1300	11532
Gpbar1	NM_174985	chr1	990	990	0	0	0
Psg25	NM_054060	chr7	3067	1428	179	1460	9459
Mid1ip1	NM_001166635	chrX	2059	549	586	924	279
Psg27	NM_001037168	chr7	1942	1425	179	338	8850
Psg26	NM_001029893	chr7	2058	1428	158	472	7510
Psg21	NM_027403	chr7	2159	1416	196	547	7913
Psg20	NM_054058	chr7	1428	1428	0	0	10199
Psg23	NM_020261	chr7	2179	1416	194	569	7980
0610040J01Rik	NM_029554	chr5	1870	942	173	755	85255
Ankle1	NM_172756	chr8	2772	1605	24	1143	1759
Gse1	NM_198671	chr8	6701	3672	249	2780	85817
Ankle2	NM_001253814	chr5	5259	2895	233	2131	20389
Omg	NM_019409	chr11	2226	1332	177	717	875
Glmp	NM_020003	chr3	1537	1215	59	263	2072
Omd	NM_012050	chr13	1751	1272	257	222	8112
Syngr1	NM_207708	chr15	4190	705	60	3425	23978
Olfr954	NM_146331	chr9	945	945	0	0	0
Syngr3	NM_011522	chr17	1959	690	130	1139	2899
Syngr2	NM_009304	chr11	1524	675	38	811	3096
Gm2022	NM_001177574	chr12	1822	435	469	918	2067
Syngr4	NM_021482	chr7	964	702	212	50	8903
Mbd5	NM_029924	chr2	7055	5187	1258	610	360507
Mbd4	NM_010774	chr6	3584	1665	131	1788	9061
Mbd6	NM_033072	chr10	4293	3018	398	877	2770
Mbd1	NM_013594	chr18	2672	1767	172	733	11725
Pabpc4l	NM_001101479	chr3	5218	1113	207	3898	527
Mbd3	NM_013595	chr10	1643	858	300	485	5350
Mbd2	NM_010773	chr18	1850	1245	125	480	55990
Glmn	NM_133248	chr5	2015	1791	132	92	46658
Hvcn1	NM_001042489	chr5	2790	810	355	1625	29779
BC005561	NM_001166581	chr5	5181	4770	411	0	8851
Arhgef9	NM_001290385	chrX	5520	1488	994	3038	112085
Hkdc1	NM_145419	chr10	3483	2748	97	638	35838
Arhgef7	NM_001113517	chr8	4929	2349	147	2433	94119
Arhgef4	NM_183019	chr1	2714	1455	334	925	8319
Arhgef5	NM_133674	chr6	5407	4746	112	549	18270
Arhgef2	NM_001198911	chr3	4422	2907	326	1189	27424
Arhgef3	NM_001289688	chr14	3821	1593	296	1932	38702
Duoxa2	NM_025777	chr2	1592	963	141	488	2394
Arhgef1	NM_001130150	chr7	3442	2940	161	341	20164
Amy1	NM_007446	chr3	1772	1536	204	32	17039
Mief1	NM_178719	chr15	5086	1392	458	3236	14206
Mief2	NM_001009927	chr11	2522	1365	176	981	2032
Ung	NM_001040691	chr5	1934	921	68	945	6953
Tas1r1	NM_031867	chr4	2785	2529	104	152	7792
Tas1r3	NM_031872	chr4	3512	2577	19	916	572
Unk	NM_172569	chr11	3741	2433	72	1236	27158
Snap25	NM_001291056	chr2	2119	621	213	1285	66860
Pstpip1	NM_011193	chr9	1851	1248	433	170	37064
Dido1	NM_175551	chr2	8476	6771	329	1376	35664
Cct6b	NM_001291242	chr11	1873	1479	280	114	43201
Prss40	NM_009356	chr1	1300	1098	39	163	7312
Trmu	NM_028063	chr15	1520	1254	50	216	16547
Tmem158	NM_001002267	chr9	1733	861	244	628	0
Tcaf3	NM_203396	chr6	3110	2745	96	269	7050
Haao	NM_025325	chr17	1224	861	74	289	14213
Vmn2r19	NM_001104632	chr6	2565	2565	0	0	25640
4833427G06Rik	NM_177702	chr9	775	507	108	160	19991
Vmn2r17	NM_001104628	chr5	2550	2550	0	0	30825
Vmn2r16	NM_001104627	chr5	2553	2553	0	0	31548
Vmn2r15	NM_001104626	chr5	2568	2568	0	0	8720
Vmn2r14	NM_001104625	chr5	2547	2547	0	0	6574
Vmn2r13	NM_001104624	chr5	2496	2496	0	0	33544
Vmn2r12	NM_001104623	chr5	2496	2496	0	0	9520
Trmo	NM_029086	chr4	1558	1467	30	61	10891
Vmn2r10	NM_009491	chr5	2544	2544	0	0	8354
Fundc2	NM_026126	chrX	3261	456	34	2771	11499
Rec8	NM_020002	chr14	2055	1776	245	34	5175
Mcm10	NM_001305259	chr2	3857	2658	530	669	17764
Nup210l	NM_029937	chr3	5681	5646	35	0	102205
Paip2	NM_026420	chr18	1424	375	119	930	17095
Paip1	NM_145457	chr13	4676	1203	231	3242	26746
Efcab11	NM_030172	chr12	2069	489	86	1494	163843
Gpr65	NM_008152	chr12	2147	1014	514	619	5941
Gpr62	NM_001159652	chr9	1981	1077	213	691	0
Gpr63	NM_030733	chr4	2370	1278	414	678	33445
Olfr922	NM_146781	chr9	1132	936	97	99	0
Efcab10	NM_029152	chr12	675	399	236	40	5741
Tyw5	NM_001302962	chr1	1419	954	213	252	17012
Bdh2	NM_001172055	chr3	1171	768	199	204	22034
Tyw1	NM_178897	chr5	4698	1365	23	3310	25070
Gpr68	NM_175493	chr12	3223	1098	621	1504	28294
Tyw3	NM_172474	chr3	4404	774	72	3558	16175
Samt4	NM_029199	chrX	963	702	147	114	1718
Traf1	NM_009421	chr2	3833	1230	480	2123	16190
Traf2	NM_001290413	chr2	3065	1527	110	1428	25894
Traf3	NM_011632	chr12	7160	1704	361	5095	93626
Traf4	NM_009423	chr11	3016	1413	110	1493	4112
Samt1	NM_030036	chrX	984	714	150	120	10070
Traf6	NM_009424	chr2	6188	1593	426	4169	17061
Traf7	NM_153792	chr17	2735	1929	312	494	16354
Asic5	NM_021370	chr3	1657	1488	29	140	22655
Asic4	NM_183022	chr1	2650	1620	322	708	21181
Pnpt1	NM_027869	chr11	2704	2352	7	345	28374
Acin1	NM_023190	chr14	4735	4017	151	567	40036
Asic1	NM_001289791	chr15	4288	1680	616	1992	5088
Asic3	NM_183000	chr5	1942	1593	261	88	2442
Klhdc7b	NM_001160178	chr15	1818	1818	0	0	0
Cpa4	NM_027926	chr6	2738	1263	25	1450	21311
Pde9a	NM_008804	chr17	2064	1605	54	405	88012
Bsnd	NM_080458	chr4	2714	924	202	1588	6072
Prkaa1	NM_001013367	chr15	4655	1680	8	2967	33384
Nkx3-2	NM_007524	chr5	1437	1002	276	159	1301
Nkx3-1	NM_010921	chr14	3137	714	13	2410	830
Pink1	NM_026880	chr4	2366	1743	77	546	10521
Gm6904	NM_001164329	chr14	898	609	36	253	14878
Mcu	NM_001033259	chr10	2872	1053	22	1797	166837
Klhdc7a	NM_173427	chr4	5854	2322	392	3140	0
Gm6902	NM_001270494	chr7	1414	906	101	407	1042
Vmn2r6	NM_001104619	chr3	2484	2475	9	0	19774
Ociad2	NM_026950	chr5	2510	465	477	1568	14240
Gm10639	NM_001122660	chr9	874	669	97	108	14724
Slx	NM_001136476	chrX	924	639	163	122	21985
Rasgrf1	NM_011245	chr9	4228	3789	223	216	112977
Rasgrf2	NM_009027	chr13	7235	3210	0	4025	874203
1700010B08Rik	NM_029308	chr2	896	309	485	102	1776
Chkb	NM_007692	chr15	1753	1185	327	241	1826
Npy6r	NM_010935	chr18	2567	1116	380	1071	5007
4833439L19Rik	NM_133797	chr13	2674	912	368	1394	11491
Mutyh	NM_001159581	chr4	1736	1548	137	51	9962
4933403O08Rik	NM_001177389	chrX	1520	1140	206	174	3284
Sln	NM_025540	chr9	520	96	143	281	3079
Ociad1	NM_001159889	chr5	3344	570	188	2586	13219
Prkaca	NM_008854	chr8	2290	1056	209	1025	21175
Prkacb	NM_011100	chr3	4328	1056	263	3009	79040
Nckap1	NM_001290745	chr2	4405	3405	217	783	76266
Chd5	NM_001081376	chr4	9486	5859	301	3326	42058
Slc41a3	NM_027868	chr6	2257	1467	159	631	39276
Sla	NM_009192	chr15	3135	846	566	1723	47876
Zc3h7b	NM_001081016	chr15	5958	2949	505	2504	45464
Xk	NM_023500	chrX	5043	1341	206	3496	35419
Tmem98	NM_029537	chr11	1393	681	98	614	10226
St6galnac4	NM_011373	chr2	3994	909	592	2493	8625
Ccdc160	NM_001034059	chrX	1536	972	150	414	6733
Chd7	NM_001277149	chr4	11306	8961	551	1794	166738
Zfp106	NM_011743	chr2	9137	5667	204	3266	47903
Tmem92	NM_001163172	chr11	2187	489	268	1430	52599
Hmgn5	NM_016710	chrX	1907	1221	114	572	6937
Msi1	NM_008629	chr5	1551	1089	63	399	22967
Tmem91	NM_177102	chr7	876	519	157	200	5151
Tmem97	NM_133706	chr11	1333	531	82	720	7586
Tmem94	NM_028014	chr11	4996	4083	227	686	28605
Tmem95	NM_001195710	chr11	531	531	0	0	804
St6galnac1	NM_011371	chr11	2392	1581	105	706	8091
Scmh1	NM_013883	chr4	3394	1995	459	940	121525
Nrg1	NM_178591	chr8	2103	2103	0	0	98073
Aadacl4	NM_001081248	chr4	1224	1224	0	0	8468
Nrg3	NM_008734	chr14	4012	2142	288	1582	1100228
Nrg2	NM_001167891	chr18	2830	2574	0	256	176673
Gm1045	NM_001177577	chr5	759	381	22	356	7086
Aadacl3	NM_001085503	chr4	3153	1227	27	1899	6833
Flot1	NM_008027	chr17	1694	1287	159	248	7737
Psrc1	NM_001190161	chr3	1742	990	123	629	2686
Dcaf5	NM_177267	chr12	5707	2841	203	2663	95048
Lclat1	NM_001081071	chr17	4474	1131	197	3146	130908
Fpr2	NM_008039	chr17	1296	1056	87	153	4833
Fpr3	NM_008042	chr17	1220	1056	11	153	0
Olfml2a	NM_172854	chr2	2409	2046	97	266	26197
Akr1e1	NM_018859	chr13	1713	906	41	766	14962
Snap23	NM_001177792	chr2	2223	666	176	1381	30829
Prss32	NM_027220	chr17	1460	1005	25	430	4545
Mefv	NM_001161790	chr16	3249	2427	62	760	7661
Fam177a	NM_028527	chr12	3841	624	114	3103	13714
Upf1	NM_001122829	chr8	4650	3375	286	989	17136
Prss36	NM_001319147	chr7	3028	2559	277	192	11060
Prss35	NM_178738	chr9	2523	1230	195	1098	11722
Actr8	NM_027493	chr14	2121	1875	129	117	12764
Gm694	NM_001033374	chr4	905	492	56	357	2529
Actr6	NM_025914	chr10	1703	1191	54	458	18620
Actr5	NM_175419	chr2	2377	1827	229	321	11922
Ahrr	NM_009644	chr13	4754	2106	109	2539	76460
Actr3	NM_023735	chr1	2746	1257	399	1090	40077
Actr2	NM_146243	chr11	3669	1185	99	2385	46979
Col7a1	NM_007738	chr9	9198	8835	0	363	21933
Ccdc50	NM_001289436	chr16	7048	468	629	5951	56215
Kiz	NM_001033298	chr2	2150	2088	33	29	112051
Galnt14	NM_027864	chr17	2467	1653	392	422	214234
Dcaf8	NM_153555	chr1	3743	1776	246	1721	44636
Ccdc54	NM_027046	chr16	1296	990	253	53	0
Fam43a	NM_177632	chr16	3075	1275	877	923	0
Galnt10	NM_134189	chr11	4701	1812	117	2772	137358
Ccdc57	NM_027745	chr11	3390	3051	165	174	102941
Ccdc58	NM_198645	chr16	1096	435	427	234	19363
Ccdc59	NM_025602	chr10	1078	723	23	332	4954
Scn8a	NM_001077499	chr15	11340	5937	153	5250	163954
Ankmy2	NM_146033	chr12	2446	1323	233	890	37722
Galnt18	NM_173739	chr7	2575	1869	430	276	305742
Kit	NM_001122733	chr5	5181	2940	65	2176	76554
Rhox2c	NM_001099318	chrX	779	576	28	175	3938
Rhox2b	NM_001099316	chrX	761	576	6	179	3941
Rhox2a	NM_001310503	chrX	832	552	28	252	3867
Araf	NM_009703	chrX	2360	1815	137	408	9619
Kin	NM_025280	chr2	1379	1176	19	184	10711
Rhox2e	NM_001085348	chrX	779	576	28	175	45544
Nucks1	NM_175294	chr1	6096	705	276	5115	19768
Trpa1	NM_177781	chr1	4267	3378	27	862	41952
Prelp	NM_054077	chr1	3601	1137	163	2301	7496
Rhox2h	NM_001100465	chrX	779	576	28	175	3502
Ssxb10	NM_199064	chrX	877	513	182	182	7935
Pttg1ip	NM_145925	chr10	2247	525	55	1667	14719
Hmgn2	NM_016957	chr4	1254	273	182	799	1999
Olfr1423	NM_146680	chr19	933	933	0	0	0
AF366264	NM_153093	chr8	2859	1509	0	1350	0
Prl7d1	NM_011120	chr13	997	735	68	194	6743
Ppp6r1	NM_172894	chr7	3793	2571	476	746	23663
Trim75	NM_001033429	chr8	2504	1404	358	742	3490
Cd55b	NM_007827	chr1	1368	1203	85	80	33148
Pou6f2	NM_175006	chr13	2113	1911	0	202	254967
Mfsd4b1	NM_144821	chr10	2679	1278	352	1049	21017
Pou6f1	NM_001304965	chr15	4953	1731	267	2955	19714
Atr	NM_019864	chr9	8074	7926	128	20	85974
Trafd1	NM_001163470	chr5	2486	1743	109	634	11405
Pde2a	NM_001143848	chr7	4220	2820	234	1166	86919
Trim72	NM_001079932	chr7	2472	1434	106	932	4544
Arid3b	NM_019689	chr9	3787	1707	73	2007	39939
Lipt1	NM_001037918	chr1	1555	1122	121	312	2538
Gm3500	NM_001256886	chr14	1982	618	229	1135	21287
Usp13	NM_001013024	chr3	4686	2577	85	2024	112946
Gjb1	NM_008124	chrX	1603	852	141	610	6792
Nt5dc2	NM_027289	chr14	1410	1173	155	82	2862
Gjb3	NM_001160012	chr4	1872	813	369	690	3730
Gjb2	NM_008125	chr14	2404	681	256	1467	3697
4921517D22Rik	NM_183290	chr13	3142	810	274	2058	3558
Gjb4	NM_008127	chr4	1445	801	384	260	1551
Kti12	NM_029571	chr4	1556	1056	34	466	0
Nt5dc3	NM_175331	chr10	5952	1641	105	4206	53433
Ralgapb	NM_001291137	chr2	8414	4524	281	3609	80987
Gm5767	NM_001324517	chr16	524	390	101	33	2612
Gal3st2b	NM_001205249	chr1	1185	1185	0	0	21618
Cdc42	NM_009861	chr4	2147	576	164	1407	35917
Btn1a1	NM_013483	chr13	3448	1575	163	1710	5461
Hoxb1	NM_008266	chr11	2077	894	69	1114	419
Abcf3	NM_013852	chr16	3288	2130	70	1088	9713
Abcf2	NM_013853	chr5	2573	1887	161	525	9554
Abcf1	NM_013854	chr17	3150	2514	32	604	9782
Usp15	NM_027604	chr10	11549	2946	104	8499	80465
Alms1	NM_145223	chr6	9984	9756	115	113	105237
Vmn1r194	NM_001080972	chr13	891	891	0	0	0
Vmn1r195	NM_134223	chr13	1088	951	45	92	0
Vmn1r196	NM_001167541	chr13	906	906	0	0	0
Vmn1r197	NM_134244	chr13	897	897	0	0	0
Magi3	NM_133853	chr3	6666	3381	440	2845	200476
Blmh	NM_178645	chr11	2355	1368	225	762	39379
Magi1	NM_001286785	chr6	7931	3843	595	3493	600534
Vmn1r193	NM_134225	chr13	960	960	0	0	0
Slc6a13	NM_144512	chr6	2150	1809	39	302	35273
Slc6a12	NM_133661	chr6	2563	1887	275	401	16514
Gm7694	NM_001198955	chr1	3833	813	67	2953	4307
Slc6a17	NM_001293689	chr3	6317	2184	500	3633	44154
Vmn1r199	NM_134213	chr13	1104	1104	0	0	0
Slc6a15	NM_175328	chr10	3644	2190	469	985	47928
Chek1	NM_007691	chr9	3397	1431	113	1853	14780
Cyb5r4	NM_024195	chr9	2629	1587	150	892	53117
Lrrc4c	NM_001289742	chr2	3860	1923	1226	711	1309636
Lrrc4b	NM_198250	chr7	2719	2130	80	509	18139
Tfip11	NM_018783	chr5	3549	2517	300	732	8156
Ppfia3	NM_029741	chr7	4866	3585	376	905	23028
Ppfia1	NM_001195086	chr7	5259	3801	211	1247	71716
Mrm1	NM_145433	chr11	2477	963	143	1371	3978
Sap30bp	NM_020483	chr11	2086	927	17	1142	29790
Tspan32	NM_020286	chr7	1696	690	260	746	12131
Tspan33	NM_146173	chr6	2001	852	229	920	22344
Pam16	NM_025571	chr16	552	378	93	81	7929
Tspan31	NM_025982	chr10	1543	633	84	826	1429
Fam69a	NM_026062	chr5	2724	1287	75	1362	76312
Ccdc85c	NM_001159910	chr12	1547	1263	284	0	67526
Ccdc85b	NM_198616	chr19	4401	609	166	3626	0
Ccdc85a	NM_001346759	chr11	5595	1638	782	3175	193046
Pcdhgc5	NM_033583	chr18	4707	2835	129	1743	17620
Tnnt1	NM_001277903	chr7	1030	789	56	185	10376
Gatd1	NM_172116	chr7	1497	663	60	774	4445
Olfr749	NM_020288	chr14	1021	942	79	0	7085
Olfr748	NM_001011837	chr14	924	924	0	0	0
D130043K22Rik	NM_001081051	chr13	5146	3246	260	1640	51163
Vmn1r222	NM_134240	chr13	927	927	0	0	0
Olfr742	NM_146430	chr14	1120	936	85	99	0
Vmn1r220	NM_134237	chr13	897	897	0	0	0
Olfr740	NM_146667	chr14	936	936	0	0	0
Olfr747	NM_207156	chr14	955	942	13	0	0
Olfr746	NM_146298	chr14	945	945	0	0	0
